company_size,industry,engagement_score,industry_score,converted
4,finance,0.1432928766191279,0.7,0.1
8,finance,0.22609431128064383,0.7,0.30086148117610323
23,retail,0.3827662038851959,0.4,0.4358845102205877
9,healthcare,0.3275591521471831,0.6,0.4517124503338306
1,finance,0.201384303375372,0.7,0.1
22,technology,0.32722439437443834,0.8,0.5163402201156296
4,manufacturing,0.36986184984998177,0.5,0.1
40,retail,0.38342743074743796,0.4,0.37176172523289946
5,healthcare,0.5357621303437162,0.6,0.22708001389628768
205,manufacturing,0.3981384598017331,0.5,0.41459634758349895
6,retail,0.21978517967854128,0.4,0.12431451209277855
12,technology,0.14595800365041592,0.8,0.3681631893123724
68,healthcare,0.21986256503472862,0.6,0.3834213763511565
3,healthcare,0.3131786458827055,0.6,0.1
28,retail,0.0727994554634991,0.4,0.34040626610845676
142,technology,0.24878704638109742,0.8,0.4298164641279118
1,healthcare,0.614137362486961,0.6,0.24246605915583186
26,healthcare,0.7882556817328998,0.6,0.6746692683035553
29,manufacturing,0.3088590501021691,0.5,0.3372809453488984
64,manufacturing,0.07514442131067368,0.5,0.3010441663122484
3,healthcare,0.35361646223689414,0.6,0.11023650925273629
2,healthcare,0.06744657643777896,0.6,0.1
43,manufacturing,0.20032111535032143,0.5,0.3730370024506454
31,retail,0.3177959827508379,0.4,0.32555517574771653
29,manufacturing,0.37378830360353954,0.5,0.4305880885210533
33,manufacturing,0.5367684871602825,0.5,0.46550933908309067
7,retail,0.0707007476754541,0.4,0.1273452455711464
28,technology,0.2625275486434773,0.8,0.44892855117401226
31,finance,0.18228772000946605,0.7,0.35738001965736216
6,finance,0.3876762625213467,0.7,0.35117945531990746
329,retail,0.10919822608632558,0.4,0.3395034314931119
40,finance,0.08813819892187029,0.7,0.43369590314336337
3,finance,0.27947015893303484,0.7,0.15641705220929444
53,finance,0.043213951291120614,0.7,0.28716883812721755
4,manufacturing,0.4560096937123092,0.5,0.17364774774084907
65,finance,0.3555154040534275,0.7,0.5357047003773264
114,technology,0.2540010043860204,0.8,0.5338229096076111
5,technology,0.1889423576642676,0.8,0.19335217780259725
85,technology,0.2683546028992312,0.8,0.4929072474035935
37,manufacturing,0.2593310636077258,0.5,0.3918406642889416
68,manufacturing,0.5245525399218374,0.5,0.5098159955795118
345,healthcare,0.5298630104394597,0.6,0.5240206469129229
13,healthcare,0.5173829126297903,0.6,0.4754610856900816
6,retail,0.5545594994567341,0.4,0.24556631239909762
5,technology,0.34768449567720106,0.8,0.19414413207891767
5,finance,0.17143929359393348,0.7,0.1
17,healthcare,0.4785689783801049,0.6,0.5063588195711968
33,manufacturing,0.5470564064080196,0.5,0.398805797335706
30,retail,0.435449763740575,0.4,0.43214767570091694
69,finance,0.4423300474683553,0.7,0.5815997741060285
20,manufacturing,0.19840328439622948,0.5,0.3589951195129685
177,retail,0.450101696453762,0.4,0.4126641774774681
13,retail,0.1400648291819125,0.4,0.1786179238739706
1188,finance,0.5123593069981471,0.7,0.6551382659322977
51,technology,0.21225176261207443,0.8,0.5167931889882321
5,technology,0.08463504518972836,0.8,0.14519209110182
4,manufacturing,0.5882517153186474,0.5,0.24099750059779876
41,technology,0.446980554835605,0.8,0.5222731653136142
14,healthcare,0.36764120860061794,0.6,0.37852381863551965
58,finance,0.33465373821530187,0.7,0.508711194008055
40,finance,0.20812464152938792,0.7,0.4380726228657061
18,finance,0.4111480560393435,0.7,0.44656376393058694
5,technology,0.14191934382907426,0.8,0.1
2,technology,0.10186951289102456,0.8,0.12855668127490194
10,technology,0.5076112988864281,0.8,0.5459945335814546
72,technology,0.43600669874370535,0.8,0.5625637410345642
27,technology,0.500990826300766,0.8,0.6063550553267875
3,retail,0.6255800618970409,0.4,0.16103811212396935
26,technology,0.1286465108658096,0.8,0.3754645466510771
35,finance,0.3636622248539545,0.7,0.41926958617639865
5,retail,0.2530296127632812,0.4,0.1
25,technology,0.39533879861030885,0.8,0.4777326672583751
21,manufacturing,0.21046670993770697,0.5,0.3153362782000641
3,healthcare,0.4774167612061652,0.6,0.15129741052038337
34,manufacturing,0.44418465917327227,0.5,0.4364282241164339
46,technology,0.3519366295869,0.8,0.5027964065908574
101,technology,0.040955771315537536,0.8,0.32854014391831177
97,healthcare,0.23141094790966146,0.6,0.41114378032123383
2,finance,0.6130197916307853,0.7,0.3040068461814328
4,healthcare,0.3956611047400526,0.6,0.15483715026179243
43,healthcare,0.5210619484313191,0.6,0.4881211729030691
43,healthcare,0.04880842736431498,0.6,0.301411657044598
43,manufacturing,0.044614010041864285,0.5,0.21422610423010624
6497,technology,0.2521358998199387,0.8,0.4379974251908611
47,healthcare,0.3599406674970845,0.6,0.4096529522902761
110,finance,0.3965962491083802,0.7,0.45687537281972457
84,retail,0.21775054333991825,0.4,0.2811602091912778
53,technology,0.2722191385988028,0.8,0.42928282339869983
12,healthcare,0.07971893644850803,0.6,0.22173261927583793
62,healthcare,0.31511942996042375,0.6,0.4911199898222515
6,manufacturing,0.11719843846309463,0.5,0.2690754704765953
14,retail,0.43345160991557874,0.4,0.2835099395809027
9,technology,0.26939890991304377,0.8,0.35449510042544013
22,healthcare,0.42534495533628036,0.6,0.44509656469037523
646,retail,0.18027433672205673,0.4,0.37160786859411993
1,healthcare,0.3029712061810421,0.6,0.21522971066767124
56,finance,0.18147044104268847,0.7,0.35050902766866565
1,finance,0.1489135275493183,0.7,0.1
9,finance,0.22313595744090478,0.7,0.3788113756705132
102,technology,0.15011677738418613,0.8,0.38180091020428897
22,retail,0.45316657436089197,0.4,0.4989950512962452
3,healthcare,0.2717293170880107,0.6,0.16298898263020148
6,finance,0.22120860593102892,0.7,0.34522781671573
55,healthcare,0.2904617287029185,0.6,0.3981100993300344
6,finance,0.20621223501165076,0.7,0.34568279108665106
27,technology,0.2462402237535037,0.8,0.343454283318037
21,retail,0.3962047177854964,0.4,0.3863119278064847
7,retail,0.25711633771908127,0.4,0.15013864828429632
500,healthcare,0.24350970017129248,0.6,0.46834116666277675
51,retail,0.4666854687172489,0.4,0.39383985424530105
1,finance,0.10690879188406315,0.7,0.13950826842012168
26,technology,0.18712108634560673,0.8,0.431458169900418
7,healthcare,0.21889915891570902,0.6,0.3396907635480366
72,finance,0.5708712044398185,0.7,0.6509872424491674
6,retail,0.2882745276634124,0.4,0.1
16,finance,0.23415189414427381,0.7,0.4094760156617764
42,retail,0.0805236184347612,0.4,0.23918693547621303
73,healthcare,0.17124130255397035,0.6,0.35508324083474374
3,retail,0.3936368653823533,0.4,0.1
12,retail,0.14114337593288753,0.4,0.1
9,technology,0.3385241855634498,0.8,0.5015902254638853
7,finance,0.5368300959147096,0.7,0.5600756678917203
283,manufacturing,0.23988247223076536,0.5,0.48246148946154066
36,finance,0.19218975347673076,0.7,0.4820552053643959
3,healthcare,0.07529504323950606,0.6,0.1
79,technology,0.2946071194363334,0.8,0.47445478457287654
484,healthcare,0.3509825802428567,0.6,0.5022700418021054
94,finance,0.1052875162422653,0.7,0.40940196388501066
2,retail,0.04629561313163647,0.4,0.10930976579891369
9,technology,0.2978124678310817,0.8,0.38516381234295993
134,finance,0.2223017969744145,0.7,0.4004563546238229
6,technology,0.507398051986845,0.8,0.6011485451685822
39,healthcare,0.09094260023708524,0.6,0.2213699800628693
64,manufacturing,0.5252691580437566,0.5,0.44911790148524294
5,technology,0.2972770961663355,0.8,0.19132378460002986
18,technology,0.269553328249147,0.8,0.5402567428462457
1,finance,0.46720365100553385,0.7,0.1
4,retail,0.5007756630956061,0.4,0.1
13,manufacturing,0.21301090288949862,0.5,0.3399226279359311
3,technology,0.36355147951453626,0.8,0.25174408053640074
232,retail,0.25117965707891166,0.4,0.38620062661211824
2,finance,0.10687729075479363,0.7,0.1
10,technology,0.3343563005667999,0.8,0.39288235311508457
24,technology,0.2363587944781177,0.8,0.49579129562662194
174,manufacturing,0.15985348476879685,0.5,0.36396734015044313
2,retail,0.16787517221705361,0.4,0.1
114,finance,0.38600743325576536,0.7,0.5305237956172931
20,manufacturing,0.282487102756491,0.5,0.3716530038379049
4,technology,0.20958474516443662,0.8,0.1
40,finance,0.21598229930253776,0.7,0.2931215969934531
27,retail,0.0901600857448863,0.4,0.252187090968068
8,manufacturing,0.4528186525311798,0.5,0.5233351748161829
22,healthcare,0.26180090470465195,0.6,0.39120940667063175
11,retail,0.3203904640957098,0.4,0.1
23,manufacturing,0.30997072660513103,0.5,0.29245072183125925
54,technology,0.5590344165891757,0.8,0.637424960102527
216,finance,0.2912544922227194,0.7,0.5090888182081524
3,technology,0.16853616339558503,0.8,0.12953878958705897
492,retail,0.2951318740588128,0.4,0.37796970967726573
1,healthcare,0.04125767876141427,0.6,0.11994546161504863
15,technology,0.2130822118162433,0.8,0.46058932614592774
48,finance,0.3681577246176071,0.7,0.5128390096481121
30,healthcare,0.15851287937860103,0.6,0.2854169404574679
7,retail,0.5530001268548761,0.4,0.30821517433058476
14,retail,0.11460124481231132,0.4,0.12311353817281806
9,technology,0.39201355331132587,0.8,0.4536403273500281
8,healthcare,0.1988752558631476,0.6,0.292558576613366
71,technology,0.6254208315134933,0.8,0.6463270803265349
34,retail,0.29453561470435896,0.4,0.3723574564865366
7,retail,0.129060429513429,0.4,0.1
77,retail,0.45952704435992997,0.4,0.4075504595810444
31,technology,0.34217454030419464,0.8,0.4626112767242542
67,healthcare,0.4302107983404544,0.6,0.5382277293279656
51,retail,0.43708266610476776,0.4,0.3805845175498491
5,retail,0.18494474148890502,0.4,0.1
8,manufacturing,0.6805664786053072,0.5,0.5759195433210962
61,technology,0.5097750489412628,0.8,0.586134055069459
50,finance,0.4427883526988107,0.7,0.5929987386998085
19,finance,0.25811434727257837,0.7,0.3954868673118821
23,healthcare,0.098381843559716,0.6,0.3914260526247952
136,finance,0.05095702211133197,0.7,0.4452895523590742
8,finance,0.08963459030753691,0.7,0.32287400831414054
45,retail,0.17666735832540534,0.4,0.3119080604807091
14,healthcare,0.2186066980249506,0.6,0.37456104395732576
14,technology,0.19117584447176322,0.8,0.43372403697516126
104,manufacturing,0.4851298169282257,0.5,0.49960223017355415
69,healthcare,0.3731795642597048,0.6,0.5169691752280441
68,healthcare,0.5593537914473642,0.6,0.5763217752795501
142,manufacturing,0.1783988703634187,0.5,0.4161191501703638
20,technology,0.3617415438194898,0.8,0.41328377715102854
55,healthcare,0.5633423451694832,0.6,0.5595024369562919
12,retail,0.557714805155968,0.4,0.32246221879906617
32,finance,0.019850766107269352,0.7,0.23810660544166098
16,retail,0.15163812807336607,0.4,0.17514344465800757
23,manufacturing,0.057461761716344345,0.5,0.2772486091777475
49,finance,0.30223524619499603,0.7,0.5320220422515983
5,technology,0.3746829649718926,0.8,0.16793817368139285
463,finance,0.19603842699390958,0.7,0.45185529277671377
4,finance,0.44780362206188107,0.7,0.15781102212257492
3,technology,0.22642611232820342,0.8,0.1437867176579097
114,technology,0.1442775262808391,0.8,0.4959567708235262
65,manufacturing,0.2705288549390754,0.5,0.37444969487891183
51,healthcare,0.06494724432181773,0.6,0.2623904837925634
51,finance,0.3775488546715498,0.7,0.4750164951304962
19,manufacturing,0.5896235644895469,0.5,0.48280332038620016
5,retail,0.47453136839712035,0.4,0.1
22,finance,0.398031319089479,0.7,0.4491924294892439
7,retail,0.4242415760187129,0.4,0.19962768942392886
86,healthcare,0.2430744017960401,0.6,0.33892309094169715
16,retail,0.40449403126598354,0.4,0.2329331316835551
5,finance,0.18797158297801903,0.7,0.1
12,technology,0.22386361097377608,0.8,0.4629607476320289
37,finance,0.3733823214278496,0.7,0.4595017197366161
8,technology,0.23390487655614195,0.8,0.42253595579277803
5,healthcare,0.27594364161481266,0.6,0.16170092465754887
28,finance,0.19461298299523977,0.7,0.287844615351642
29,technology,0.4685558559961074,0.8,0.5340729563350453
9,manufacturing,0.30513129306044107,0.5,0.4361994492008827
9,retail,0.48097197904662825,0.4,0.20612505478988968
28,finance,0.11091409829136567,0.7,0.45138850210219417
2,manufacturing,0.17512695829395866,0.5,0.1282610403977269
2,manufacturing,0.29505117379057755,0.5,0.1508780144033573
6,technology,0.4118994191458992,0.8,0.49682547596615023
14,healthcare,0.2364145830669214,0.6,0.40781679172608726
32,retail,0.5969529742797995,0.4,0.5488061177740254
183,technology,0.12051333115996438,0.8,0.4124497922898863
72,technology,0.29630972281885304,0.8,0.4595051341339355
15,finance,0.5391792517375055,0.7,0.4671534087400343
19,finance,0.6100955559514113,0.7,0.6196731292736285
4,manufacturing,0.22832377350470118,0.5,0.12099043823557401
19,retail,0.0759824016865071,0.4,0.1
13,technology,0.2726835383694232,0.8,0.40301611463676146
32,retail,0.0968851377687432,0.4,0.24028130004855766
5,technology,0.2577725136893866,0.8,0.11246145872894896
43,finance,0.29303829967907863,0.7,0.4406216686103797
200,finance,0.1607669788369501,0.7,0.32442991500754087
17,finance,0.3423653943029418,0.7,0.41608443892621455
36,finance,0.35763679811493854,0.7,0.4085396417746039
56,retail,0.3273085398351818,0.4,0.3810814431616961
11,finance,0.35876163521330934,0.7,0.392558600619333
28,retail,0.2587872743307289,0.4,0.29380129333317256
20,technology,0.2518404978061361,0.8,0.5439611392690986
23,healthcare,0.2269835122647468,0.6,0.4048280896784462
6,manufacturing,0.2839718312640065,0.5,0.36092524513468477
20,technology,0.12819273540792017,0.8,0.4340268537379633
42,healthcare,0.3772388295259249,0.6,0.47540540521570895
177,healthcare,0.3010557645295306,0.6,0.37271114440179043
84,finance,0.19144787850145326,0.7,0.3361130512675755
507,technology,0.14009388527274044,0.8,0.3098035765115909
6,retail,0.07279983643858631,0.4,0.1272815990378563
74,finance,0.2489944177379872,0.7,0.3749511724547318
26,finance,0.2199316214495043,0.7,0.3621934057282479
536,retail,0.5353904274392012,0.4,0.5081597760052121
5,manufacturing,0.13834163546623318,0.5,0.1
5,finance,0.1828852267377238,0.7,0.1328316304380644
8,retail,0.05868785841632573,0.4,0.10255014626722164
1,manufacturing,0.3250716779766962,0.5,0.10588421616971665
9,technology,0.18894378189908487,0.8,0.30478359540480227
6,healthcare,0.3391060436733489,0.6,0.4005462031392363
25,technology,0.24676035239617866,0.8,0.5420705017709722
33,retail,0.38664136498810403,0.4,0.40306113032245194
335,finance,0.44159475175038315,0.7,0.6705018197554906
83,finance,0.16776832034074993,0.7,0.3614223152694568
8,retail,0.29195897167920953,0.4,0.17404163011926435
5,retail,0.16371152309291587,0.4,0.1
42,finance,0.5688061340170288,0.7,0.5670758207034705
2,retail,0.3340292391694477,0.4,0.13074240386153854
313,manufacturing,0.16249713527869714,0.5,0.24648421286721578
117,manufacturing,0.25880843566701295,0.5,0.36007865429374797
9,retail,0.19803606322730766,0.4,0.2432067890358106
1,manufacturing,0.5319963899345626,0.5,0.1415672855174906
153,manufacturing,0.08959930245498351,0.5,0.350463467940095
16,retail,0.3202733959264958,0.4,0.23441145124659088
128,manufacturing,0.37048450409825406,0.5,0.4369731682697913
1,retail,0.45813216144840535,0.4,0.1
8,healthcare,0.06079606328947918,0.6,0.25127788085487646
20,healthcare,0.44362734631923467,0.6,0.36054878587645545
21,technology,0.2571130515315767,0.8,0.4576661184416023
10,technology,0.08649502465955136,0.8,0.3024426531434163
51,retail,0.1844470181070113,0.4,0.22876181278543842
4,healthcare,0.28810367279531734,0.6,0.16101191518383565
16,retail,0.35693748984178486,0.4,0.231253872713863
24,manufacturing,0.27798903331369434,0.5,0.4070751659971533
43,healthcare,0.37941875974434114,0.6,0.43832290580985817
58,technology,0.32245607873939963,0.8,0.5323372263549924
3,healthcare,0.5466364937789087,0.6,0.19193014573156633
2,technology,0.2697155692574666,0.8,0.17322682434401832
136,healthcare,0.5165051635905445,0.6,0.5663171179511469
33,healthcare,0.13709915730278696,0.6,0.2579432922401913
6,retail,0.1856516841240005,0.4,0.16989422041906838
205,finance,0.19179962176155418,0.7,0.42668276113120696
23,technology,0.5058966061286071,0.8,0.5474770170735853
117,technology,0.09780841374232967,0.8,0.3980303064465558
22,retail,0.26296566236247376,0.4,0.4460830230439181
441,healthcare,0.00820320153511827,0.6,0.2203515588203504
279,healthcare,0.2604146796713068,0.6,0.42591007103066997
13,finance,0.1726346222612511,0.7,0.392606880809498
86,retail,0.03784425438896165,0.4,0.17334307261740298
52,manufacturing,0.3599701861480606,0.5,0.4343376587796535
156,finance,0.41141204521114433,0.7,0.540478445068602
4,retail,0.31648316285808853,0.4,0.1
56,technology,0.08536365146768181,0.8,0.3408756071177351
98,retail,0.38899907255583055,0.4,0.5032317210052817
1,finance,0.32876177026663095,0.7,0.1
3,healthcare,0.1909908598254088,0.6,0.1
1,technology,0.48154484135210257,0.8,0.18405071902902323
13,manufacturing,0.18528893108020716,0.5,0.2985540407457745
58,technology,0.1971520443870552,0.8,0.4060964979409057
191,manufacturing,0.32012962591905475,0.5,0.42823122318291695
22,technology,0.34842528320958477,0.8,0.4795547087040064
231,finance,0.28116721869701294,0.7,0.5042763352609735
2,healthcare,0.46409211847417003,0.6,0.21306581185778617
1,manufacturing,0.05654067313762844,0.5,0.1
18,healthcare,0.670315269585564,0.6,0.5897560448554584
35,technology,0.6817790002015405,0.8,0.5799176889920808
19,manufacturing,0.36288283132037175,0.5,0.40116799976788725
1,healthcare,0.33431552027251793,0.6,0.19456270186165583
17,technology,0.20636454235742868,0.8,0.32416485535321343
2,healthcare,0.12276454492128014,0.6,0.1
54,retail,0.4444949240284839,0.4,0.5034633207604073
34,retail,0.1538601079151854,0.4,0.19861033203233236
4,retail,0.1368255313987887,0.4,0.1
9,manufacturing,0.6618862539087933,0.5,0.5010732135979853
4,retail,0.10139940941298851,0.4,0.1197785099230785
18,healthcare,0.1520381503799974,0.6,0.33392800743745155
84,technology,0.311114999451365,0.8,0.5313337657697232
4,retail,0.22793552561885558,0.4,0.1
42,manufacturing,0.4449105276983858,0.5,0.5533790042419117
9,finance,0.2145708715435684,0.7,0.32779931464978973
6,healthcare,0.1793712582091415,0.6,0.3257712091949269
17,retail,0.04406994073944429,0.4,0.18498811074227334
4,healthcare,0.3929800990565912,0.6,0.23682816682151347
8,manufacturing,0.5708065776843096,0.5,0.46715866708793297
3,healthcare,0.35866641998576615,0.6,0.1
382,healthcare,0.44920679996789964,0.6,0.5145008480987797
21,technology,0.04189434093907008,0.8,0.41423796033436866
7,manufacturing,0.3009582698148015,0.5,0.304571081715726
27,finance,0.17413950768930248,0.7,0.3831978621782001
16,manufacturing,0.539635274432829,0.5,0.4646680004363105
14,technology,0.8062537757564681,0.8,0.9
50,finance,0.09704833359164552,0.7,0.4090796111606824
62,healthcare,0.28153170365302294,0.6,0.4231094370139518
9,retail,0.5122007572294239,0.4,0.3563843390272263
8,finance,0.03377873506050045,0.7,0.320857619332111
13,finance,0.12360110257346982,0.7,0.33405967347623733
1,healthcare,0.5498454901199975,0.6,0.17726168175150347
2,manufacturing,0.5713908105233352,0.5,0.19688705771215603
156,manufacturing,0.07696165727247706,0.5,0.23647807404343646
236,finance,0.3430717247978925,0.7,0.44729890494565305
13,retail,0.2287592918781224,0.4,0.21189667263279302
47,retail,0.156946079366224,0.4,0.32805592901474595
32,retail,0.42812890373733836,0.4,0.3431728418755299
2035,technology,0.10953984304850169,0.8,0.5031739009492084
107,healthcare,0.09685515272092558,0.6,0.32111103862647405
16,retail,0.2571683555402649,0.4,0.14371262876667984
4,technology,0.3342127735630604,0.8,0.15915423998666448
1,finance,0.5197548756701066,0.7,0.23236492433802003
27,technology,0.1511133286095958,0.8,0.41756407484229424
6,manufacturing,0.15894294714436966,0.5,0.2832447371054282
2,manufacturing,0.20852418387618257,0.5,0.1266496950866371
7,technology,0.19739152418536574,0.8,0.3239050314269564
3,retail,0.3833255461210194,0.4,0.10786608263346506
252,finance,0.3056811827464516,0.7,0.46004844883700136
75,retail,0.08464783246678087,0.4,0.35713889838887447
19,healthcare,0.3111529982655576,0.6,0.3805124559608029
184,healthcare,0.10184439988808769,0.6,0.45547205531146623
22,manufacturing,0.428204298459873,0.5,0.42316344919569227
5,healthcare,0.039505618468394677,0.6,0.1
197,technology,0.5296713190292213,0.8,0.6048434051544394
45,technology,0.09616262309173437,0.8,0.30783609260940387
4,manufacturing,0.3426970133889984,0.5,0.2068979458809747
15,technology,0.38530033282177323,0.8,0.49630954037843483
5,retail,0.11248182010510731,0.4,0.1
2,healthcare,0.4022924647298561,0.6,0.2392335854555594
80,technology,0.38791261376782177,0.8,0.5225542640040662
352,retail,0.13885806935403325,0.4,0.3121187050728163
2,manufacturing,0.48813232910729676,0.5,0.17089255533246683
46,technology,0.24417594378109483,0.8,0.3810823259541403
7,technology,0.06767297043451483,0.8,0.22465001495098036
9,retail,0.17696096402420974,0.4,0.1
8,healthcare,0.2165833361834095,0.6,0.3955090937856347
5,retail,0.12880655509045616,0.4,0.1
21,finance,0.07744652112232991,0.7,0.35405311822313434
5,finance,0.19214575405424925,0.7,0.12348207747078611
30,finance,0.35509511128103133,0.7,0.3825206470862871
